recipient_parent_name,top_words_from_serv_desc,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number,analysis_date,raw_data_download_date
ASSOCIATED SERVICES INC,"housekeeping, custodial, janitorial",0,,,2013-09-26 00:00:00.000000,2017-09-25 00:00:00.000000,2 KLOPFER ST,,PITTSBURGH,PA,,152092220,PA14,4128219075,4128211044,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MIAMI AIR INTERNATIONAL  INC.,"travel, transportation, relocation, lodging, recruitment:",0,,,2013-06-24 00:00:00.000000,2010-01-28 00:00:00.000000,5000 NW 36TH ST 307,,MIAMI,FL,,331423225,FL27,3058763641,3058714222,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ENGILITY CORP.,"support, professional:, program, management, management:",0,,,2013-05-31 00:00:00.000000,2014-05-27 00:00:00.000000,3750 CENTERVIEW DR,,CHANTILLY,VA,,201513200,VA10,7037081400,7033758704,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PREMIER SUPPLIES USA  INC.,"hardware,, commercial",0,,,2013-07-22 00:00:00.000000,2013-08-23 00:00:00.000000,357 W 36TH ST FL 4,,NEW YORK,NY,,100186455,NY10,8664122472,2129471140,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INCIDENT COMMUNICATION SOLUTIONS  LLC,"telecom, telecommunications, transmission",0,,,2012-02-01 00:00:00.000000,2013-01-31 00:00:00.000000,218 A LOG CANOE CIRCLE,,STEVENSVILLE,MD,,216662111,MD01,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SYNOLOGY AMERICA CORP.,"adp, support, equipment",0,,,2013-06-21 00:00:00.000000,2013-09-14 00:00:00.000000,13343 NE BEL-RED ROAD,,BELLEVUE,WA,,980052327,WA09,9092676301,4257324356,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FERNICO LLC,"miscellaneous, communication, equipment",0,,,2013-08-06 00:00:00.000000,2013-09-05 00:00:00.000000,206 C EAST TREMONT AVE,,CHARLOTTE,NC,,282035061,NC09,7048374220,8887481827,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"CAVALIER COMMUNICATIONS, INCORPORATED","adp, software",0,,,2012-03-15 00:00:00.000000,2010-12-16 00:00:00.000000,12030 SUNRISE VALLEY DR # 150,,RESTON,VA,VIRGINIA,20191,,7033930123,7033930199,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FUTURE POINT SYSTEMS  INC.,"adp, software",0,,,2013-06-15 00:00:00.000000,2014-06-14 00:00:00.000000,400 BRADLEY BLVD STE 300,,RICHLAND,WA,,993524496,WA04,5128707555,5099465800,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SPERRY WEST INC,"equipment, materials, testing, communication,, detection,",0,,,2012-01-18 00:00:00.000000,2015-08-31 00:00:00.000000,5575 MAGNATRON BLVD STE J,,SAN DIEGO,CA,,921111309,CA52,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"DLT SOLUTIONS, LLC","adp, software, telecom, telecommunications",0,,,2013-06-26 00:00:00.000000,2014-06-06 00:00:00.000000,13861 SUNRISE VALLEY DR STE 400,,HERNDON,VA,VIRGINIA,20171,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
METRO OFFICE SOLUTIONS  INC.,"office, furniture",0,,,2012-01-10 00:00:00.000000,2012-01-10 00:00:00.000000,4692 MILLENNIUM DR,,BELCAMP,MD,,210171299,MD02,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INTERNATIONAL SURVEILLANCE TECHNOLOGY  INC,"radio, television, communication, equipment,, except",0,,,2012-03-22 00:00:00.000000,2012-03-26 00:00:00.000000,160 SW 12TH AVE,,DEERFIELD BEACH,FL,,334423119,FL19,9548182640,9542522288,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
URBAN ADVENTURES AT GALLERY PLACE  LLC,"social, recreational",0,,,2011-12-27 00:00:00.000000,2014-07-22 00:00:00.000000,1612 U ST NW #400,,WASHINGTON,DC,,200096221,DC00,2023938432,2027421008,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DRFC METRO LLC,"maint, rep, alt, office, bldgs",0,,,2012-01-05 00:00:00.000000,2012-04-30 00:00:00.000000,7101 W 78TH ST,,MINNEAPOLIS,MN,,554392524,MN03,9527672843,9528387121,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HIGHCOM SECURITY SERVICES  INC,"maint, repair, rebuild, equipment, alarm,",0,,,2013-09-01 00:00:00.000000,2017-08-31 00:00:00.000000,1440 BROADWAY STE 405,,OAKLAND,CA,,946122024,CA13,5108937600,5108937616,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BCS SYSTEMS  INC.,"maint, repair, rebuild, equipment, office",0,,,2013-08-09 00:00:00.000000,2014-09-25 00:00:00.000000,10333 RICHMOND AVE STE 610,,HOUSTON,TX,,770424172,TX09,7139786511,7139786504,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"LIBERTY PARK MANAGEMENT, INC","lease, rent, parking, facilities",0,,,2012-04-19 00:00:00.000000,2016-04-30 00:00:00.000000,"808 EL CAMINO REAL, SUITE A",,BURLINGAME,CA,,940105091,CA12,6503336285,6503445922,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DEVA & ASSOCIATES PC,"support, management:, financial",0,,,2013-06-13 00:00:00.000000,2017-09-13 00:00:00.000000,1901 RESEARCH BLVD,,ROCKVILLE,MD,MARYLAND,20850,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ATLAS GROUP LTD,"support, professional:, program, management",0,,,2012-02-01 00:00:00.000000,2013-01-31 00:00:00.000000,13063 STERLING POINT DR,,GAINESVILLE,VA,,201553837,VA11,2023808305,7037544465,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"INTEGRATED FINANCE AND ACCOUNTING SOLUTIONS, LLC","support, professional:, program, management",0,,,2013-09-26 00:00:00.000000,2014-09-25 00:00:00.000000,"4500 POND WAY, STE. 270",,WOODBRIDGE,VA,VIRGINIA,22192,,7035834327,7035834328,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DOWNRANGE OPERATIONS & TRAINING  LLC,"support, administrative:",0,,,2012-01-08 00:00:00.000000,2011-12-01 00:00:00.000000,2107 E NORTHSIDE DR,,JACKSON,MS,,392115828,MS03,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COMPLETE PACKAGING AND SHIPPING SUPPLIES  INC.,"cleaning, polishing, compounds, preparations",0,,,2012-01-09 00:00:00.000000,2013-09-26 00:00:00.000000,83 BENNINGTON AVE,,FREEPORT,NY,,115203913,NY04,8002697872,5165460717,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ARAMARK HOLDINGS CORPORATION,"housekeeping, laundry, drycleaning, lease, rental",0,,,2012-04-03 00:00:00.000000,2017-09-23 00:00:00.000000,115 N 1ST ST STE 203,,BURBANK,CA,CALIFORNIA,91502,,8189733720,8189733793,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
QUALITY COAST INCORPORATED,"housekeeping, custodial, janitorial, composite, food",0,,,2012-01-27 00:00:00.000000,2016-01-31 00:00:00.000000,2520 MAIN ST UNIT E,,CHULA VISTA,CA,,919114624,CA51,6194439192,6194439492,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"ALL ABOUT NETWORK, LLC","memorials;, cemeterial, mortuary, equipment, supplies",0,,,2012-03-06 00:00:00.000000,2009-04-10 00:00:00.000000,7319 SANDSCOVE CT,,WINTER PARK,FL,FLORIDA,32792,,8006675931,4077127950,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
THE PALMAS ACADEMY INC,"education, training, tuition, registration, membership",0,,,2013-06-21 00:00:00.000000,2014-06-15 00:00:00.000000,10 ACADEMY DR,,HUMACAO,PR,PUERTO RICO,00791,,7878509120,7878509169,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,"miscellaneous, office, machines",0,,,2012-01-11 00:00:00.000000,2010-06-24 00:00:00.000000,4255 BUSINESS CENTER DRIVE,,FREMONT,CA,,945386357,CA13,5108703463,5103150147,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LAND SHARK SHREDDING LLC,"support, administrative:, paper, shredding",0,,,2013-09-01 00:00:00.000000,2017-09-01 00:00:00.000000,1017 SHIVE LN STE A,,BOWLING GREEN,KY,,421031320,KY02,2707930880,2707930884,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HSJ LAWNCARE AND LANDSCAPING,"housekeeping, landscaping, groundskeeping",0,,,2012-04-09 00:00:00.000000,2016-09-30 00:00:00.000000,106 ANDERSON RD,,CURWENSVILLE,PA,,168339368,PA05,8142363040,8142368397,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ACE ENVIRONMENTAL SERVICES  LLC,"environmental, services",0,,,2013-08-08 00:00:00.000000,2013-09-12 00:00:00.000000,3512 FAIRFIELD RD,,BALTIMORE,MD,,212261514,MD02,4103548030,4103548031,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ELITE TARGET SYSTEMS,"armament, training, devices",0,,,2012-02-03 00:00:00.000000,2009-09-14 00:00:00.000000,621 COOL PINES DR,,PAGOSA SPRINGS,CO,,811478379,CO03,9707317070,9702642577,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SUSTEEN INC,"adp, supplies",0,,,2013-06-05 00:00:00.000000,2011-07-06 00:00:00.000000,8001 IRVINE CENTER DR 1500,,IRVINE,CA,,926183003,CA45,9497898221,9493410008,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CUSTER SPORTSMANS CLUB INC,"lease, rental, ammunition, facilities",0,,,2012-03-23 00:00:00.000000,2013-03-31 00:00:00.000000,3000 BIRCH BAY LYNDEN RD,,CUSTER,WA,,982409506,WA02,3606471223,3603347782,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PAUL F. FEDERLINE & SONS,"office, furniture",0,,,2012-01-06 00:00:00.000000,2012-01-06 00:00:00.000000,6605 SELNICK DR,,ELKRIDGE,MD,,210756252,MD03,4103799102,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NORSEMAN  INC.,"adp, software",0,,,2012-02-08 00:00:00.000000,2010-11-30 00:00:00.000000,8172 LARK BROWN ROAD SUITE 101,,ELKRIDGE,MD,,210756420,MD03,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PRESIDIO  INC.,"equipment, communications, security, components, adp",0,,,2012-01-11 00:00:00.000000,2012-01-25 00:00:00.000000,7601 ORA GLEN DR STE 100,,GREENBELT,MD,,207703641,MD05,3013132028,3013130820,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
IMAGING SPECTRUM  INC.,"photographic, equipment, accessories",0,,,2012-01-06 00:00:00.000000,2012-01-06 00:00:00.000000,9151 FOREST LANE,,DALLAS,TX,,752434201,TX05,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NAL RESEARCH CORP.,"radio, television, communication, equipment,, except",0,,,2013-08-05 00:00:00.000000,2013-08-12 00:00:00.000000,9385 DISCOVERY BLVD STE 300,,MANASSAS,VA,,201093992,VA01,7033925676,7033926795,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CPR SAVERS & FIRST AID SUPPLY LLC,"composite, food, packages",0,,,2012-01-11 00:00:00.000000,2012-01-23 00:00:00.000000,1725 W 3RD ST,,TEMPE,AZ,,852812440,AZ05,8004801277,4809462457,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DOLPHIN EQUITY PARTNERS  LP,"video, recording, reproducing, equipment",0,,,2013-08-07 00:00:00.000000,2013-09-06 00:00:00.000000,4018 PATRIOT DR STE 300,,DURHAM,NC,,277038083,NC04,9195726767,9195726786,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ALEX - ALTERNATIVE EXPERTS  LLC,"travel, transportation, relocation, lodging, recruitment:",0,,,2013-08-01 00:00:00.000000,2015-07-31 00:00:00.000000,4443 BROOKFIELD CORPORATE DR STE 110,,CHANTILLY,VA,,201514023,VA10,7035029700,7035029705,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HDT INTERNATIONAL HOLDINGS  INC.,"prefabricated, portable, buildings",0,,,2013-07-02 00:00:00.000000,2010-06-26 00:00:00.000000,6051 N LEE HWY,,FAIRFIELD,VA,,244352505,VA06,5408874710,5403775002,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PATRICK J HALTER,"support, professional:, legal",0,,,2013-08-19 00:00:00.000000,2013-01-15 00:00:00.000000,4209 CHINLEE AVE NE,,ALBUQUERQUE,NM,,871105711,NM01,5059804654,5052685817,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ECHOSTAR CORPORATION,"telecom, telecommunications, transmission",0,,,2012-02-07 00:00:00.000000,2015-06-30 00:00:00.000000,P.O. BOX 64136,,BALTIMORE,MD,,212644136,MD07,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HARBINGER CAPITAL PARTNERS GP  L.L.C.,"telecom, telecommunications",0,,,2012-02-17 00:00:00.000000,2010-09-13 00:00:00.000000,10802 PARKRIDGE BLVD,,RESTON,VA,,201914334,VA08,7033902013,7033902772,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
IMAGE MEDIA SERVICES  INC.,"support, management:, advertising",0,,,2012-04-12 00:00:00.000000,2011-12-31 00:00:00.000000,7927 JONES BRANCH DR,,MC LEAN,VA,,221023322,VA08,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SANTILLAN AND ASSOCIATES  LLC,"housekeeping, laundry, drycleaning",0,,,2012-04-01 00:00:00.000000,2013-03-31 00:00:00.000000,1536 SANTA SIERRA DR,,CHULA VISTA,CA,,919132869,CA51,6199478851,6192713830,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
VISUAL INNOVATIONS COMPANY INC,"equipment, maint, repair, rebuild, adp",0,,,2012-03-04 00:00:00.000000,2013-03-03 00:00:00.000000,8500 SHOAL CREEK BLVD BLDG 1,,AUSTIN,TX,,787577591,TX10,5123341100,5123341133,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
QUORUM GROUP  LLC,"signs,, advertising, displays,, identification, plates",0,,,2013-08-05 00:00:00.000000,2013-06-01 00:00:00.000000,1 MAHAR WAY,,MEDINA,NY,,141031673,NY27,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HUDSON RIVER PARK TRUST,"lease, rent, parking, facilities",0,,,2013-06-18 00:00:00.000000,2008-12-08 00:00:00.000000,PIER 40 W ST AT W HOUSTON ST 2ND FL,,NEW YORK,NY,,100140000,NY00,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TUFFY SECURITY PRODUCTS  INC.,"vehicular, furniture, accessories",0,,,2013-08-28 00:00:00.000000,2013-09-27 00:00:00.000000,25733 RD H,,CORTEZ,CO,,813219119,CO03,9705641762,9705641783,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COMMUNICATIONS ENGINEERING,"equipment, miscellaneous, communication, communications, security",0,,,2012-02-29 00:00:00.000000,2012-03-05 00:00:00.000000,6000 18TH AVE SW,,SEATTLE,WA,,981061410,WA07,8004541299,2062570312,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GENESIS RESOURCE INC,"miscellaneous, alarm,, signal,, security, detection",0,,,2012-01-24 00:00:00.000000,2011-11-30 00:00:00.000000,701 E BARBARITA,,GILBERT,AZ,,852344666,AZ06,4804972500,4804975585,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COMCAST CABLEVISION OF POTOMAC LLC,"support, professional:, communications",0,,,2012-03-21 00:00:00.000000,2012-03-20 00:00:00.000000,4391 DALE BLVD,,WOODBRIDGE,VA,,221932401,VA11,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
VISIONARY INTEGRATION PROFESSIONALS  INC.,"telecom, strategy, architecture, data, entry",0,,,2012-02-29 00:00:00.000000,2014-02-28 00:00:00.000000,1421 PRINCE ST STE 300,,ALEXANDRIA,VA,,223142805,VA08,7036471602,7035482275,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
VC4 LLC,"photo, map, print, publication, general",0,,,2013-07-23 00:00:00.000000,2012-10-31 00:00:00.000000,5598 GENERAL WASHINGTON DR,,ALEXANDRIA,VA,,223122465,VA08,7038949000,7038949001,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RUDMAN WINK ASSOCIATES  LLC,"training, education, security, curriculum, development",0,,,2012-03-07 00:00:00.000000,2014-09-30 00:00:00.000000,106 E CUSTIS AVE,,ALEXANDRIA,VA,,223011322,VA08,7034241526,7034241526,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
C2 TECHNOLOGIES INC,"educational, services",0,,,2012-01-23 00:00:00.000000,2014-07-12 00:00:00.000000,7700 LEESBURG PIKE,,FALLS CHURCH,VA,,220432615,VA08,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
IROBOT CORPORATION,"adp, software",0,,,2013-08-26 00:00:00.000000,2014-01-21 00:00:00.000000,8 CROSBY DR,,BEDFORD,MA,,017301402,MA06,7814303294,7814303001,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LANGUAGE TESTING INTERNATIONAL  INC.,"education, training, personnel, testing",0,,,2012-02-22 00:00:00.000000,2010-08-29 00:00:00.000000,6 EXECUTIVE PLZ STE 290,,YONKERS,NY,,107016832,NY18,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COSTCONTROL USA LLC,"adp, software",0,,,2013-08-23 00:00:00.000000,2014-07-17 00:00:00.000000,"111 S CALVERT, STE 2700",,BALTIMORE,MD,,212026143,MD07,4103855325,8667497791,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ONIX NETWORKING CORP.,"adp, software",0,,,2012-07-22 00:00:00.000000,2014-07-21 00:00:00.000000,18519 DETROIT AVE,,LAKEWOOD,OH,,441073212,OH09,8006649638,4408710399,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SIMPLY PARADISE SANDWICHES,"housekeeping, food",0,,,2013-06-21 00:00:00.000000,2014-06-30 00:00:00.000000,8785 CTR PKY B320 STE 18,,SACRAMENTO,CA,,958237697,CA06,9165012406,7022537779,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LANGUAGE SERVICES ASSOCIATES  INC.,"support, administrative:, translation, interpreting",0,,,2012-04-12 00:00:00.000000,2012-05-31 00:00:00.000000,455 BUSINESS CENTER DR STE 100,,HORSHAM,PA,,190443439,PA13,2152597000,2156597210,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GOALTEX CORP,"footwear,, men's",0,,,2012-03-02 00:00:00.000000,2012-04-02 00:00:00.000000,146 SPLIT ROCK RD,,SYOSSET,NY,,117912634,NY03,5166825775,5166825718,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GUBIOTTI  RICHARD,"repair, alteration, office, buildings",0,,,2012-04-02 00:00:00.000000,2012-06-01 00:00:00.000000,1231 W ECKERMAN AVE,,WEST COVINA,CA,,917901639,CA32,6265236907,6269608381,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SIERRA HOLDINGS CORP.,"telephone, telegraph, equipment, adp, components",0,,,2012-01-04 00:00:00.000000,2015-08-23 00:00:00.000000,12730 FAIR LAKES CIRCLE,,FAIRFAX,VA,,220334901,VA11,7033762063,7033908300,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ELITE TRANSLATION SERVICES  LLC,"support, administrative:, translation, interpreting",0,,,2012-04-12 00:00:00.000000,2010-08-21 00:00:00.000000,3610 FEDORITE WALK,,CUMMING,GA,,300400472,GA09,6783251122,6785136310,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ESI ACQUISITION  INC.,"support, professional:, engineering, technical",0,,,2013-08-07 00:00:00.000000,2013-09-29 00:00:00.000000,823 BROAD ST,,AUGUSTA,GA,,309011442,GA12,7068230911,7068269911,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SARCO HOTEL  LLC,"lease, rent, conf, space, &",0,,,2012-02-08 00:00:00.000000,2009-07-17 00:00:00.000000,1750 WELTON ST,,DENVER,CO,,802023940,CO01,3036034085,303603,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RECYCLED OFFICE PRODUCTS INC,"clothing,, special, purpose",0,,,2012-02-03 00:00:00.000000,2012-03-03 00:00:00.000000,27 WALNUT ST STE 2K,,PEABODY,MA,,019605679,MA06,9785902744,7813967560,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INTEGRATED SECURITY TECHNOLOGIES  INC.,"communications, security, equipment, components",0,,,2013-07-16 00:00:00.000000,2013-09-25 00:00:00.000000,520 HERNDON PKWY STE C,,HERNDON,VA,,201706218,VA11,7034644766,7034645825,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PACIFIC LINK INTERNATIONAL  CORP.,"men's, outerwear,, footwear,",0,,,2012-03-14 00:00:00.000000,2013-09-08 00:00:00.000000,855 CONKLIN ST STE P,,FARMINGDALE,NY,,117352409,NY02,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ZANTECH IT SERVICES  INC.,"support, professional:, program, management",0,,,2013-06-26 00:00:00.000000,2016-05-29 00:00:00.000000,1600 TYSONS BLVD STE 1150,,MCLEAN,VA,,221024883,VA11,7032861393,7032861399,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
THUNDERCAT TECHNOLOGY  LLC,"adp, components",0,,,2013-06-28 00:00:00.000000,2016-03-31 00:00:00.000000,1775 WIEHLE AVE STE 101,,RESTON,VA,,201905109,VA11,7036577054,5712663106,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LAWPROSE  INC.,"education, training, lectures",0,,,2012-01-19 00:00:00.000000,2009-08-28 00:00:00.000000,5949 SHERRY LN STE 1280,,DALLAS,TX,,752258068,TX32,2146918588,2146919294,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AROTECH CORPORATION,"operation, training, devices",0,,,2012-02-06 00:00:00.000000,2012-09-05 00:00:00.000000,1229 OAK VALLEY DR,,ANN ARBOR,MI,,481089675,MI15,7347615836,7347615368,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DOYON / AKAL JV I,"housekeeping, guard",0,,,2011-12-19 00:00:00.000000,2013-10-15 00:00:00.000000,1359 N 205 ST STE B,,SHORELINE,WA,,981333215,WA07,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DOYON / AKAL JV II,"housekeeping, guard",0,,,2011-12-22 00:00:00.000000,2013-09-19 00:00:00.000000,1359 N 205 ST STE B,,SHORELINE,WA,,981333215,WA07,2065427400,2065427411,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ADEPT MECHANICAL SERVICES INC,"equipment, installation, plumbing,, heating,, waste",0,,,2013-05-30 00:00:00.000000,2013-08-29 00:00:00.000000,11624 SE 208TH ST,,KENT,WA,,980311724,WA09,2538508518,2538508910,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TRUSTED TRANSLATIONS  INC.,"support, administrative:, translation, interpreting",0,,,2013-06-20 00:00:00.000000,2015-12-31 00:00:00.000000,"650 WEST AVE., SUITE 3009",,MIAMI,FL,,331396372,FL23,7862064455,18772550717,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LOS ANGELES HABILITATION HOUSE  INC.,"housekeeping, custodial, janitorial",0,,,2013-07-03 00:00:00.000000,2017-08-31 00:00:00.000000,2041 SAN GABRIEL AVE,,LONG BEACH,CA,,908100000,CA00,5623888073,5623888077,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
THREE FRENCHMEN JANITORIAL SERVICE & SUPPLY  INC,"housekeeping, custodial, janitorial",0,,,2013-05-28 00:00:00.000000,2013-11-30 00:00:00.000000,317 MADELINE AVE,,LAFAYETTE,LA,,705013449,LA03,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
APONI PRODUCTS & SERVICES,"repair, alteration, office, buildings",0,,,2013-05-30 00:00:00.000000,2013-06-30 00:00:00.000000,"3805 FLORIN ROAD, SUITE 1228",,SACRAMENTO,CA,,958231844,CA06,9163926571,9163926577,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MIGRANT CLINICIANS NETWORK INC,"medical, general, health, care",0,,,2012-02-01 00:00:00.000000,2017-02-02 00:00:00.000000,1001 LAND CREEK CV,,AUSTIN,TX,,787466827,TX25,5123272017,5123270719,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BERLA CORPORATION,"adp, software",0,,,2013-07-29 00:00:00.000000,2018-09-29 00:00:00.000000,565 MAYNADIER LN,,CROWNSVILLE,MD,,210322137,MD04,4433339301,4433339304,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ADVANCED TECHNOLOGIES AND LABORATORIES (ATL) INTERNATIONAL,"telecom, telecommunications",0,,,2012-03-14 00:00:00.000000,2012-09-29 00:00:00.000000,20010 CENTURY BLVD,,GERMANTOWN,MD,,208741115,MD04,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NETLOCITY VA  INC.,"adp, components",0,,,2012-04-13 00:00:00.000000,2012-05-25 00:00:00.000000,105 CENTENNIAL ST STE I,,LA PLATA,MD,,206466944,MD05,5404194667,5403010449,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
