recipient_parent_name,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number
"OREGON ARMORED SERVICE, INC",0,,,2012-02-23 00:00:00,2009-08-31 00:00:00,6645 N ENSIGN ST,,PORTLAND,OR,,972173959,OR03,5032898478,5032892502
TIDY INVESTMENT LP 2,0,,,2012-04-16 00:00:00,2012-05-17 00:00:00,3000 NORTH LOOP W,,HOUSTON,TX,,770928810,TX18,7136880100,7136130655
DIRTT ENVIRONMENTAL SOLUTIONS  INC.,0,,,2013-07-10 00:00:00,2013-07-15 00:00:00,"210, 325 NORTH WELLS STREET",,CHICAGO,IL,,606104705,IL07,,
TRADE CENTER MANAGEMENT ASSOCIATES LLC,0,,,2011-12-28 00:00:00,2011-03-04 00:00:00,1300 PENNSYLVANIA AVE NW STE 268,,WASHINGTON,DC,,200043030,DC00,2023121300,2023121310
STG INTERNATIONAL  INC.,0,,,2011-12-27 00:00:00,2013-09-27 00:00:00,4900 SEMINARY RD STE 207,,ALEXANDRIA,VA,,223111811,VA08,,
CALLIS CONTRACTORS INC,0,,,2012-01-31 00:00:00,2012-01-31 00:00:00,1306 BROAD ST,,DURHAM,NC,,277053533,NC04,9194166191,9194161131
MASON HARRIMAN GROUP INC.,0,,,2012-01-19 00:00:00,2012-09-29 00:00:00,23 BONNIEVIEW LN,,TOWACO,NJ,,070821266,NJ11,9733350595,7034131412
SALINAS AND FARIAS & ASSOCIATES,0,,,2013-08-13 00:00:00,2013-10-15 00:00:00,7485 RUSH RIVER DR STE 710-520,,SACRAMENTO,CA,,958315259,CA06,9162079066,8886835068
COUNTY OF YUMA,0,,,2012-01-09 00:00:00,2008-09-30 00:00:00,310 ASH ST STE G,,WRAY,CO,,807581850,CO04,,
COUNTY OF DELAWARE,0,,,2012-01-20 00:00:00,2008-09-30 00:00:00,280 PHOEBE LN STE 1,,DELHI,NY,,137533518,NY20,6077462336,
BESCORP  INC.,0,,,2013-06-05 00:00:00,2012-09-09 00:00:00,44 VENTURE DR,,DOVER,NH,,038205912,NH01,,
KINDER INVESTMENTS LLP,0,,,2011-12-22 00:00:00,2011-12-22 00:00:00,310 S WILLIAMS BLVD STE 180,,TUCSON,AZ,,857114446,AZ08,5207909900,5207909585
COMPASS GRAPHICS,0,,,2012-02-08 00:00:00,2012-05-16 00:00:00,915 VENICE BLVD,,LOS ANGELES,CA,,900153229,CA31,2137411442,2137411521
INTERIOR FACILITIES DESIGN LLC,0,,,2013-08-12 00:00:00,2008-05-14 00:00:00,8455 COLESVILLE RD STE 1225,,SILVER SPRING,MD,,209103315,MD08,3015880577,3016509117
WEXLER TECHNICAL SOLUTIONS INCORPORATED,0,,,2012-04-04 00:00:00,2018-11-17 00:00:00,13942 BROMFIELD RD,,GERMANTOWN,MD,MARYLAND,20874,,3019164321,3019164321
AMNOR MARINE CONSTRUCTION  INC.,0,,,2011-12-21 00:00:00,2013-11-10 00:00:00,1810 WILSON LN STE 102,,MC LEAN,VA,,221021810,VA08,,
TEJAS MINI STORAGE,0,,,2012-04-01 00:00:00,2014-03-31 00:00:00,1501 W. AIRPORT FRWY,,IRVING,TX,,750626102,TX32,9726373636,2146376363
"KEARNEY & COMPANY, P.C.",0,,,2013-06-05 00:00:00,2017-09-13 00:00:00,1701 DUKE ST STE 500,,ALEXANDRIA,VA,VIRGINIA,22314,,7039315600,7039313655
METROPOLITAN INTERPRETERS & TRANSLATORS INC,0,,,2012-01-15 00:00:00,2013-09-16 00:00:00,110 E 42ND ST RM 802,,NEW YORK,NY,NEW YORK,100178538,12,,
TORRES  BLANCA E,0,,,2013-07-01 00:00:00,2013-08-03 00:00:00,5250 VALLEY FORGE RD UNIT 411,,ALEXANDRIA,VA,,223045610,VA08,7037518402,2027279116
PDG INC.,0,,,2013-07-11 00:00:00,2013-09-09 00:00:00,3100 WESLAYAN ST STE 200,,HOUSTON,TX,,770275752,TX07,7136296100,7136296123
D J EVANS CONTRACTING  INC.,0,,,2012-02-14 00:00:00,2012-03-16 00:00:00,1720 LAMBERT CT STE I,,CHESAPEAKE,VA,,233208921,VA04,7576396760,7574109885
UNIFIED NUTRIMEALS,0,,,2012-01-01 00:00:00,2012-05-04 00:00:00,313 S BOYLSTON ST,,LOS ANGELES,CA,,900171421,CA34,3106299407,3239239341
TANTALLON ORLANDO  LLC,0,,,2013-06-11 00:00:00,2010-12-16 00:00:00,1500 SAND LAKE RD,,ORLANDO,FL,,328097081,FL10,4078165182,4078559863
INNOFACE SYSTEMS  INC.,0,,,2011-12-21 00:00:00,2012-06-29 00:00:00,1654 CROFTON BLVD STE 17,,CROFTON,MD,,211141304,MD03,4107214040,4107214450
HYDRO SYSTEMS  INC,0,,,2012-01-27 00:00:00,2014-08-31 00:00:00,1501 N 28TH ST STE A1,,HARLINGEN,TX,,785504596,TX34,9564234932,9564234994
RECONROBOTICS  INC.,0,,,2013-07-31 00:00:00,2013-08-30 00:00:00,7620 W 78TH ST,,EDINA,MN,,554392520,MN03,9529355515,9529355508
FAX PLUS INC,0,,,2011-12-27 00:00:00,2018-06-30 00:00:00,1011 ARLINGTON BLVD,,ARLINGTON,VA,,222092200,VA08,,
NOVA SOLUTIONS  INC.,0,,,2012-04-10 00:00:00,2012-05-31 00:00:00,421 INDUSTRIAL AVE,,EFFINGHAM,IL,,624012835,IL19,,
WASTE MANAGEMENT  INC.,0,,,2011-12-30 00:00:00,2013-04-30 00:00:00,4333 E JEFFERSON AVE,,FRESNO,CA,,937259707,CA20,,
FIRE FORCE TACTICAL GEAR  INC.,0,,,2011-12-21 00:00:00,2011-12-27 00:00:00,1414 SANTA ANITA AVE,,SOUTH EL MONTE,CA,,917333395,CA32,,
PEN-LINK  LTD.,0,,,2012-04-09 00:00:00,2016-06-30 00:00:00,5936 VANDERVOORT DR,,LINCOLN,NE,,685162305,NE01,4024218857,4024219287
ECONOMETRICA  INC,0,,,2012-02-02 00:00:00,2012-02-02 00:00:00,4416 EAST WEST HWY,,BETHESDA,MD,MARYLAND,208144565,08,,
SOUTHEAST VOCATIONAL ALLIANCE INC.,0,,,2013-08-26 00:00:00,2014-07-31 00:00:00,1235 NORTH LOOP W STE 500,,HOUSTON,TX,,770875123,TX09,3377838988,3377839688
LANGUAGE BANK  INC.,0,,,2012-01-11 00:00:00,2011-11-17 00:00:00,159 W 25TH ST 6TH FL,,NEW YORK,NY,,100017203,NY08,2126538639,2123432940
DIETARY EQUIPMENT INCORPORATED,0,,,2011-12-21 00:00:00,2012-01-31 00:00:00,2205 MAIN ST,,COLUMBIA,SC,,292012133,SC06,,
WOOD  DENNISTON K.,0,,,2012-02-15 00:00:00,2010-03-31 00:00:00,3323 WEST MAIN ST. RD,,BATAVIA,NY,,140209456,NY26,5853436453,0000000000
HUMAN RESOURCES TECHNOLOGIES  INC.,0,,,2012-03-06 00:00:00,2012-10-31 00:00:00,6416 GROVEDALE DR,,ALEXANDRIA,VA,,223102504,VA08,,
AERIENT  LLC,0,,,2012-01-13 00:00:00,2014-01-14 00:00:00,14420 ALBEMARLE POINT PL STE 200,,CHANTILLY,VA,,201511750,VA10,7033021698,7034129300
BAIN CAPITAL   LLC,0,,,2013-09-01 00:00:00,2018-08-31 00:00:00,161 AVENUE OF THE AMERICA,,NEW YORK,NY,,100131205,NY10,,
CORPORATION DE SECURITE GARDA WORLD,0,,,2012-01-03 00:00:00,2012-02-29 00:00:00,1401 E YESLER WAY,,SEATTLE,WA,,981225545,WA07,,
ARCONAS CORPORATION,0,,,2013-05-23 00:00:00,2013-08-02 00:00:00,580 ORWELL ST,,MISSISSAUGA,,*,L5A 3V7,,,
G4S CORPORATE SERVICES LTD,0,,,2012-01-25 00:00:00,2011-05-11 00:00:00,1536 INTERNATIONAL DR,,SHACKLEFORDS,VA,,231562150,VA01,8047859027,8047852646
COBHAM PLC,0,,,2012-01-03 00:00:00,2013-09-22 00:00:00,486 AMHERST ST UNIT 1,,NASHUA,NH,NEW HAMPSHIRE,03063,,6035462120,6038806965
OXFORD INSTRUMENTS PLC,0,,,2012-04-12 00:00:00,2016-08-15 00:00:00,300 BAKER AVE STE 150,,CONCORD,MA,,017422204,MA05,9784051170,9783698287
BAE SYSTEMS PLC,0,,,2013-06-13 00:00:00,2016-09-26 00:00:00,7822 S 46TH ST,,PHOENIX,AZ,,850445313,AZ07,6026437294,6026437594
AIR PARTNER P L C,0,,,2012-01-17 00:00:00,2012-11-20 00:00:00,1100 LEE WAGENER BLVD STE 328,,FORT LAUDERDALE,FL,,333153570,FL22,,
COMPASS GROUP PLC,0,,,2013-08-26 00:00:00,2013-11-30 00:00:00,2400 YORKMONT RD,,CHARLOTTE,NC,,282174511,NC12,7043284074,7043294010
MATTHEW BENDER & COMPANY INC,0,,,2012-01-01 00:00:00,2015-09-24 00:00:00,1275 BROADWAY,,ALBANY,NY,,122042628,NY20,,
JATOM SYSTEMS INC,0,,,2013-07-20 00:00:00,2014-07-19 00:00:00,45195 BUSINEVA CT STE 230,,STERLING,VA,,201666717,VA10,7034810075,7034816466
MOOD MEDIA CORPORATION,0,,,2012-05-20 00:00:00,2014-05-19 00:00:00,6674 FLEET DR STE 2,,ALEXANDRIA,VA,,223102439,VA08,8003313340,8038351896
NANOTECH SECURITY CORP,0,,,2013-08-06 00:00:00,2013-10-07 00:00:00,"500 PINE STREET, SUITE 3A",,HOLMES,PA,,190431452,PA07,6105220106,6105229430
THOMSON COMPANY INC  THE,0,,,2012-01-17 00:00:00,2012-09-30 00:00:00,610 OPPERMAN DR,,SAINT PAUL,MN,MINNESOTA,55123,,6516875680,6516876857
SKYWAVE MOBILE COMMUNICATIONS INC,0,,,2012-01-19 00:00:00,2013-09-20 00:00:00,1145 INNOVATION DR SUITE 288,,OTTAWA,,ON,K2K 3G8,,,
TRADEBYTES DATA CORP,0,,,2013-07-08 00:00:00,2017-09-16 00:00:00,1190 HOMER ST SUITE 450,,VANCOUVER,,NAN,V6B 2X6,,,6046082611
TEKNION CORPORATION,0,,,2013-05-24 00:00:00,2013-07-09 00:00:00,350 FELLOWSHIP RD,,MOUNT LAUREL,NJ,,080541201,NJ03,4109973930,4109973936
THALES,0,,,2012-04-20 00:00:00,2012-07-23 00:00:00,22605 GATEWAY CENTER DR,,CLARKSBURG,MD,MARYLAND,20871,,,
FRANZ HANIEL & CIE. GMBH,0,,,2012-03-08 00:00:00,2012-03-23 00:00:00,1819 PEACHTREE RD NE STE 520,,ATLANTA,GA,,303091848,GA05,4043511948,4043512158
GRANT THORNTON INTERNATIONAL LTD,0,,,2012-01-24 00:00:00,2018-07-23 00:00:00,333 JOHN CARLYLE ST STE 500,,ALEXANDRIA,VA,VIRGINIA,22314,,,
MICRO SYSTEMATION AB (PUBL),0,,,2012-04-23 00:00:00,2012-05-04 00:00:00,200 E 5TH AVE STE 124,,NAPERVILLE,IL,,605633173,IL13,7035361591,18883959027
SUPERIOR READY MIX CONCRETE L.P.,0,,,2012-03-01 00:00:00,2012-03-15 00:00:00,1508 MISSION RD,,ESCONDIDO,CA,,920291105,CA50,7607450556,7607409556
BUSINESS MANAGEMENT ASSOCIATES  INC.,0,,,2012-03-29 00:00:00,2014-09-12 00:00:00,1940 DUKE ST STE 200,,ALEXANDRIA,VA,,223142824,VA08,7038502033,3012928395
ACTION TARGET INC.,0,,,2011-12-20 00:00:00,2009-08-31 00:00:00,1281 W 220 N,,PROVO,UT,,846012448,UT03,8013778033,8013778096
ALCOSYS INCORPORATED,0,,,2013-06-17 00:00:00,2010-07-23 00:00:00,"1215 SOUTH CLARK STREET, SUITE 910","CRYSTAL GATEWAY 3,",ARLINGTON,VA,,222024342,VA08,,
"RAMOS, IRIS",0,,,2013-08-13 00:00:00,2015-07-31 00:00:00,CALLE 18 #1341 NO,,SAN JUAN,PR,PUERTO RICO,00920,,7875937975,7877824466
ANDERSON COURT REPORTING  LLC,0,,,2012-01-06 00:00:00,2012-10-15 00:00:00,706 DUKE ST STE 2,,ALEXANDRIA,VA,,223143679,VA08,7035197180,7035197190
PACIFIC CARE PRODUCTS,0,,,2013-08-13 00:00:00,2014-09-18 00:00:00,540 HOWARD ST FL 3,,SAN FRANCISCO,CA,,941053012,CA12,8005915595,8005393166
ENTERPRISE SOLUTIONS REALIZED INC.,0,,,2013-07-02 00:00:00,2016-08-31 00:00:00,8820 COLUMBIA 100 PARKWAY,,COLUMBIA,MD,MARYLAND,21045,,4104425501,4107304170
REEDJOHN  LLC,0,,,2012-03-06 00:00:00,2013-03-17 00:00:00,800 S GREELEY HWY STE F,,CHEYENNE,WY,,820072868,WY00,9704820603,3076388177
CAP GEMINI,0,,,2012-01-17 00:00:00,2014-11-29 00:00:00,2250 CORPORATE PARK DR STE 406,,HERNDON,VA,,201712899,VA11,5713361613,5713361700
SHAW ENVIRONMENTAL & INFRASTRUCTURE  INC.,0,,,2013-08-29 00:00:00,2011-12-19 00:00:00,5050 SECTION AVENUE,,CINCINNATI,OH,,452122025,OH02,2022611920,2022611943
SES SA,0,,,2013-07-26 00:00:00,2013-07-26 00:00:00,17817 DAVENPORT RD # 225,,DALLAS,TX,,752525871,TX03,7038353079,7036101030
WOLTERS KLUWER HEALTH  INC.,0,,,2012-01-26 00:00:00,2014-05-15 00:00:00,1100 TEREX RD,,HUDSON,OH,,442363771,OH14,3306506506,3306564307
KONINKLIJKE PHILIPS ELECTRONICS N.V.,0,,,2012-02-24 00:00:00,2012-02-29 00:00:00,3000 MINUTEMAN ROAD,,ANDOVER,MA,,018101099,MA05,,
TYCO INTERNATIONAL LTD.,0,,,2013-07-15 00:00:00,2015-09-19 00:00:00,3601 EISENHOWER AVE FL 3,,ALEXANDRIA,VA,,223046425,VA08,,
ADVANCED ENGINEERING DESIGN  INC.,0,,,2012-01-10 00:00:00,2013-01-09 00:00:00,6525 BELCREST RD STE 521,,HYATTSVILLE,MD,,207822028,MD04,3016832112,2404650653
ANACAPA MICRO PRODUCTS INC.,0,,,2013-06-11 00:00:00,2014-08-18 00:00:00,2851 N VENTURA RDD 201,,OXNARD,CA,,930362213,CA26,8053390305,8053390353
EWING ELECTRONICS  INC.,0,,,2012-04-09 00:00:00,2012-05-10 00:00:00,8 PRESTIGE CIR STE 120,,ALLEN,TX,,750023426,TX03,8003946496,2142370268
"CARTRIDGE TECHNOLOGIES, INC.",0,,,2013-08-14 00:00:00,2013-09-20 00:00:00,15738 CRABBS BRANCH WAY,,ROCKVILLE,MD,MARYLAND,20855,,3014177202,3014177204
PERFECT FIT,0,,,2013-06-10 00:00:00,2012-10-01 00:00:00,39 STETSON RD,,CORINNA,ME,,049283617,ME02,,
PEACEKEEPER PRODUCTS INTERNATIONAL,0,,,2012-01-09 00:00:00,2010-09-10 00:00:00,2435 PINE STREET,,POMONA,CA,,917672179,CA38,,
"MCKOWN BELANGER ASSOCIATES, P.C.",0,,,2012-03-08 00:00:00,2012-03-30 00:00:00,1606 CENTRAL AVE SE STE 1,,ALBUQUERQUE,NM,NEW MEXICO,87106,,5052432400,5052432129
PROVISTA SOFTWARE INTERNATIONAL  INC.,0,,,2013-06-12 00:00:00,2012-07-07 00:00:00,"40087 MISSION BLVD, #301",,FREMONT,CA,,945393680,CA17,5107941884,5107941883
FACILITECH  INC.,0,,,2012-02-28 00:00:00,2012-02-28 00:00:00,1111 VALLEY VIEW LN,,IRVING,TX,,750616008,TX24,8178582052,8178582020
DENNIS A GILARDI,0,,,2012-02-08 00:00:00,2012-11-20 00:00:00,3301 KERNER BLVD STE 100,,SAN RAFAEL,CA,,949014896,CA06,4154610410,4152569756
UNIVERSAL UNDERSTANDING INC,0,,,2013-06-10 00:00:00,2016-06-24 00:00:00,225 WATER ST. STE 1575,,JACKSONVILLE,FL,,322025175,FL05,9043095501,8004495590
HYATT HOTELS CORPORATION,0,,,2012-01-23 00:00:00,2012-01-27 00:00:00,NO PHYSICAL ADDRESS,,NEW YORK,NY,,100170000,NY00,,
DEVOS  LTD.,0,,,2013-08-07 00:00:00,2018-08-14 00:00:00,100 COLIN DR,,HOLBROOK,NY,,117414306,NY02,6316890191,6312078442
SDV CONSTRUCTION  INC.,0,,,2012-01-17 00:00:00,2012-06-26 00:00:00,6436 EDITH BLVD,,ALBUQUERQUE,NM,,871072004,NM01,5058833176,5058888914
COLT DEFENSE HOLDING LLC,0,,,2013-08-19 00:00:00,2013-11-17 00:00:00,547 NEW PARK AVE,,WEST HARTFORD,CT,,061101336,CT01,8602441364,8602441442
RM WALSDORF  INC.,0,,,2013-08-05 00:00:00,2008-10-19 00:00:00,10155 STATE HIGHWAY 48,,BROWNSVILLE,TX,,785218908,TX34,,
VIGILANT VIDEO  INC,0,,,2012-02-21 00:00:00,2015-09-19 00:00:00,2021 LAS POSITAS CT STE 101,,LIVERMORE,CA,,945517311,CA15,9253982079,9253982113
GOVERNMENT ACQUISITIONS  INC.,0,,,2011-12-28 00:00:00,2013-05-31 00:00:00,231 W 4TH ST,,CINCINNATI,OH,,452022679,OH01,,
CITRIX SYSTEMS  INC.,0,,,2012-03-09 00:00:00,2012-09-24 00:00:00,851 W CYPRESS CREEK RD,,FORT LAUDERDALE,FL,,333092009,FL23,3012800809,3017180701
"SRA INTERNATIONAL, INC.",0,,,2012-03-08 00:00:00,2008-07-31 00:00:00,20401 SW BIRCH ST STE 250,,NEWPORT BEACH,CA,,926600777,CA46,,
HARTFORD SAFE & LOCK  INC.,0,,,2012-01-13 00:00:00,2010-09-07 00:00:00,36 SILAS DEANE HWY,,WETHERSFIELD,CT,,061091237,CT01,8602962700,8602962702
AKIRA TECHNOLOGIES  INC,0,,,2013-06-06 00:00:00,2016-07-31 00:00:00,10 G ST NE STE 710,,WASHINGTON,DC,,200024288,DC00,2022485095,8005893129
PUBLIC UTILITIES BOARD,0,,,2012-01-25 00:00:00,2014-08-31 00:00:00,1425 ROBINHOOD DR,,BROWNSVILLE,TX,,785214230,TX34,9569836282,9569836289
EKP CONSTRUCTION  INC.,0,,,2013-06-10 00:00:00,2012-08-17 00:00:00,U-25 ONIX ST URB VALLE CERRO GORDO,,BAYAMON,PR,,009576863,PR00,7873762400,7877305429
MYKONOS 6420 LP,0,,,2012-01-06 00:00:00,2012-01-06 00:00:00,5078 S 111TH ST,,OMAHA,NE,,681372338,NE02,4025370022,4025379847
TACTICAL & SURVIVAL SPECIALTIES  INC.,0,,,2012-01-03 00:00:00,2013-08-29 00:00:00,P O BOX 1890,,HARRISONBURG,VA,,228019500,VA06,,
CLUNYGUS-BADENOCK LLC,0,,,2012-01-19 00:00:00,2013-01-25 00:00:00,4305 WHEELER AVE,,ALEXANDRIA,VA,,223046416,VA08,7037516501,7037512891
PALADIN PROTECTIVE SYSTEMS  INC.,0,,,2012-04-19 00:00:00,2012-05-19 00:00:00,7680 HUB PARKWAY,,CLEVELAND,OH,,441255707,OH10,2164416500,2164415150
"PROTECTED VEHICLES, INC",0,,,2012-02-24 00:00:00,2012-02-24 00:00:00,1360 TRUXTON AVE STE 300,,NORTH CHARLESTON,SC,,294052003,SC06,,
HOUSEHOLD DRIVERS REPORT INC,0,,,2012-02-08 00:00:00,2015-03-07 00:00:00,902 S FRIENDSWOOD DR STE F,,FRIENDSWOOD,TX,,775465154,TX14,2819965509,2819961947
SHI INTERNATIONAL CORP.,0,,,2013-06-12 00:00:00,2011-05-31 00:00:00,2 RIVERVIEW DR,,SOMERSET,NJ,,088731150,NJ12,,
"ANGIOLAZ, INCORPORATED",0,,,2013-08-12 00:00:00,2008-05-16 00:00:00,5983 B US ROUTE 5,,WESTMINSTER,VT,,051589690,VT00,,
SAIC  INC.,0,,,2011-12-15 00:00:00,2014-09-16 00:00:00,"1710 SAIC DRIVE, ROOM #8031",,MCLEAN,VA,VIRGINIA,221023703,11,8588263412,8588267669
COGENT SYSTEMS  INC.,0,,,2013-07-10 00:00:00,2013-08-09 00:00:00,4438 VIKING DR STE 400,,BOSSIER CITY,LA,,711117510,LA04,3184259922,8665436114
SYMBOLARTS  LLC,0,,,2012-03-29 00:00:00,2011-12-22 00:00:00,6083 S 1550 E,,OGDEN,UT,,844054988,UT01,8014756000,8014755500
SOFTWARE FORENSICS  INC,0,,,2013-08-26 00:00:00,2013-10-02 00:00:00,384 S 400 W STE 200,,LINDON,UT,,840421959,UT03,8013775410,7034441838
THE GEO GROUP INC,0,,,2011-12-21 00:00:00,2021-09-15 00:00:00,621 NW 53RD ST STE 700,,BOCA RATON,FL,,334878242,FL19,5619997359,5619997648
NEO TECHNOLOGIES  INC.,0,,,2013-06-01 00:00:00,2017-05-31 00:00:00,2901 DRUID PARK DR STE C104,,BALTIMORE,MD,,212158102,MD07,4107289104,4107289106
D-BACK ACQUISITION CO.,0,,,2012-01-20 00:00:00,2012-01-27 00:00:00,16661 N 84TH AVE STE 150,,PEORIA,AZ,,853824773,AZ02,,
WEBER COMPUTER SUPPLY COMPANY,0,,,2013-08-20 00:00:00,2013-09-23 00:00:00,14940 28TH AVE N,,PLYMOUTH,MN,MINNESOTA,55447,,8665680524,9528817843
MULTIMAXARRAY FIRSTSOURCE,0,,,2012-02-06 00:00:00,2013-05-31 00:00:00,1441 MCCORMICK DR,,UPPER MARLBORO,MD,,207745323,MD04,,
RMC CONSULTANTS  INC.,0,,,2012-01-17 00:00:00,2012-08-26 00:00:00,12345 W ALAMEDA PKWY STE 205,,LAKEWOOD,CO,,802282843,CO07,3039804101,3039804107
FCN  INC.,0,,,2012-02-02 00:00:00,2014-03-17 00:00:00,12315 WILKINS AVE,,ROCKVILLE,MD,,208521827,MD08,3017702925,3017702928
ST NET-APPTIS FIRSTSOURCE JOINT VENTURE,0,,,2011-12-20 00:00:00,2013-12-31 00:00:00,14155 NEWBROOK DR,,CHANTILLY,VA,,201512293,VA10,,
COVERT OPERATIONS PLANNING & TRAINING INC,0,,,2012-01-11 00:00:00,2013-02-28 00:00:00,2620 NE 19TH AVE,,POMPANO BEACH,FL,,330647726,FL22,9544102838,9547810116
ACE SIGNS OF ARKANSAS L.L.C.,0,,,2013-06-12 00:00:00,2013-05-22 00:00:00,320 S MAIN,,BENTON,AR,,720154334,AR02,5015620800,5017760802
JOSEPH N MANGINO,0,,,2013-06-13 00:00:00,2013-07-13 00:00:00,1103 ATLANTIC DR,,STAFFORD,VA,,225542105,VA01,,
I M A TECHNOLOGIES CORPORATION,0,,,2013-06-06 00:00:00,2014-06-01 00:00:00,990 RESERVE DR # 200,,ROSEVILLE,CA,,956781391,CA04,9167571444,9167810168
TRT HOLDINGS  INC,0,,,2012-01-11 00:00:00,2008-04-10 00:00:00,100 CNN CTR NW,,ATLANTA,GA,,303032762,GA05,,
ARDENT MANAGEMENT CONSULTING  INC.,0,,,2013-08-27 00:00:00,2015-09-24 00:00:00,4080 LAFAYETTE CENTER DR,,CHANTILLY,VA,,201511247,VA10,,
JSI TELECOM INC.,0,,,2012-02-07 00:00:00,2012-05-28 00:00:00,45195 BUSINESS CT STE 230,,STERLING,VA,,201666717,VA10,,
OMNIPLEX WORLD SERVICES CORP,0,,,2013-07-09 00:00:00,2016-09-29 00:00:00,14840 CONFERENCE CENTER DR,,CHANTILLY,VA,,20151,VA10,,
WILDFLOWER INTERNATIONAL  LTD.,0,,,2011-12-29 00:00:00,2016-06-30 00:00:00,1500 S SAINT FRANCIS DR,,SANTA FE,NM,,875054040,NM03,5054669111,5054669100
INFORMATION SYSTEMS MANAGER INC  THE,0,,,2011-12-27 00:00:00,2013-12-31 00:00:00,1 BETHLEHEM PLZ STE 800,,BETHLEHEM,PA,,180185716,PA15,6108650300,6108686277
PALADIN CAPITAL GROUP,0,,,2013-07-30 00:00:00,2011-02-25 00:00:00,101 QUALITY CIR STE 110,,HUNTSVILLE,AL,,358064534,AL05,7039607000,7039607009
"INTEGRATED NETWORK COMMUNICATIONS, INC.",0,,,2012-01-26 00:00:00,2012-02-06 00:00:00,16111 GARY WAY,,GRASS VALLEY,CA,,959496638,CA04,,
"LON MOELLER, ARBITRATOR",0,,,2013-08-28 00:00:00,2013-10-24 00:00:00,1425 PHOENIX DR,,IOWA CITY,IA,,522468657,IA02,3193350924,3193353692
711 HOPE LP,0,,,2012-04-03 00:00:00,2012-05-03 00:00:00,711 S HOPE ST,,LOS ANGELES,CA,,900173803,CA34,2095745811,2095235912
UNICOR FEDERAL PRISON INDUSTRIES,0,,,2012-02-23 00:00:00,2008-12-31 00:00:00,SKY VIEW DR,,BRUCETON MILLS,WV,,265250000,WV00,,
COPIER FAX BUSINESS TECHNOLOGIES  INC.,0,,,2013-07-23 00:00:00,2014-06-03 00:00:00,465 ELLICOTT ST,,BUFFALO,NY,,142031518,NY26,7168535000,7168535866
COMPUTER WORLD SERVICES CORP.,0,,,2012-01-10 00:00:00,2013-05-31 00:00:00,666 11TH ST NW STE 625,,WASHINGTON,DC,,200014542,DC00,,
"GRA, INC.",0,,,2012-02-01 00:00:00,2013-09-30 00:00:00,2317 FALLING CREEK RD,,SILVER SPRING,MD,MARYLAND,20904,,2245358125,8473460827
KNIGHT POINT SYSTEMS  LLC,0,,,2013-08-15 00:00:00,2016-08-21 00:00:00,13800 COPPERMINE RD,,HERNDON,VA,,201713408,VA11,,
CIMARRON AIRPARK LLC XVI,0,,,2011-10-01 00:00:00,2012-12-30 00:00:00,17951 N 100TH ST,,SCOTTSDALE,AZ,,852552505,AZ05,4802096191,4808164423
FEDERAL LOCK AND SAFE  INCORPORATED,0,,,2012-02-02 00:00:00,2012-01-04 00:00:00,5130 WILSON BLVD,,ARLINGTON,VA,,222051121,VA08,7035251436,7035251637
LEXMARK INTERNATIONAL  INC.,0,,,2012-03-26 00:00:00,2016-03-10 00:00:00,740 W NEW CIRCLE RD,,LEXINGTON,KY,,405111876,KY06,,
SAB COMPANY LLC,0,,,2012-04-16 00:00:00,2012-05-16 00:00:00,7382 TWO NOTCH RD,,COLUMBIA,SC,,292237620,SC02,8037369099,8037369089
EDUCAPTION,0,,,2012-02-23 00:00:00,2009-08-21 00:00:00,3965 LA COSTA ISLAND CT,,PUNTA GORDA,FL,,339508152,FL16,9415750484,9415758179
FACILITYBUILD INC,0,,,2013-06-19 00:00:00,2013-11-08 00:00:00,5904 FLORENCE AVE NE,,ALBUQUERQUE,NM,,871132102,NM01,5058280060,5058230161
"JDG ASSOCIATES, INC.",0,,,2013-07-12 00:00:00,2011-09-24 00:00:00,27 SCENIC LOOP RD,,BOERNE,TX,TEXAS,78006,,,
LIT CON GROUP LLC,0,,,2013-06-10 00:00:00,2014-06-09 00:00:00,517 S WASHINGTON ST STE 1,,ALEXANDRIA,VA,,223144143,VA08,7036844016,7036844081
ZUHEIR  INC,0,,,2012-01-25 00:00:00,2010-05-22 00:00:00,6944 EL CAJON BLVD,,SAN DIEGO,CA,,921151738,CA52,6195898858,6195897426
PARAGON COMMUNICATIONS SOLUTIONS  INC.,0,,,2013-06-07 00:00:00,2012-06-22 00:00:00,585 GROVE ST STE 202,,HERNDON,VA,,201704727,VA11,7036680508,7036680260
PJ CEPHAS CORP,0,,,2012-02-24 00:00:00,2013-03-31 00:00:00,17339 LOWES ALMINOS ST,,GRANADA HILLS,CA,,913444748,CA27,8188902500,8188902525
PROCENTRIX  INC.,0,,,2013-06-19 00:00:00,2016-05-31 00:00:00,2300 DULLES STATION BLVD STE 225,,HERNDON,VA,,201716352,VA11,7036352627,7036352629
EAST POINTE HOLDINGS INC,0,,,2012-04-13 00:00:00,2012-05-25 00:00:00,2514 MLK BLVD,,LONGVIEW,TX,,756023618,TX01,9034316049,4694542925
